FinancialYear,ProviderType,Quarter,Sex,AgeGroup,Measure,Value
2017–18,Other allied health providers,October to December,Female,25–34 years,Services,9602
2017–18,Other allied health providers,October to December,Female,35–44 years,Services,11118
2017–18,Other allied health providers,October to December,Female,45–54 years,Services,9698
2017–18,Other allied health providers,October to December,Female,55–64 years,Services,6844
2017–18,Other allied health providers,October to December,Female,65–74 years,Services,3153
2017–18,Other allied health providers,October to December,Female,75–84 years,Services,1155
2017–18,Other allied health providers,October to December,Female,85 years and over,Services,447
2017–18,Other allied health providers,October to December,Female,Total,Services,60471
2017–18,Other allied health providers,October to December,Female,0–4 years,"Service rate per 1,000 population",1
2017–18,Other allied health providers,October to December,Female,5–11 years,"Service rate per 1,000 population",4
2017–18,Other allied health providers,October to December,Female,12–17 years,"Service rate per 1,000 population",8
2017–18,Other allied health providers,October to December,Female,18–24 years,"Service rate per 1,000 population",6
2017–18,Other allied health providers,October to December,Female,25–34 years,"Service rate per 1,000 population",5
2017–18,Other allied health providers,October to December,Female,35–44 years,"Service rate per 1,000 population",7
2017–18,Other allied health providers,October to December,Female,45–54 years,"Service rate per 1,000 population",6
2017–18,Other allied health providers,October to December,Female,55–64 years,"Service rate per 1,000 population",5
2017–18,Other allied health providers,October to December,Female,65–74 years,"Service rate per 1,000 population",3
2017–18,Other allied health providers,October to December,Female,75–84 years,"Service rate per 1,000 population",2
2017–18,Other allied health providers,October to December,Female,85 years and over,"Service rate per 1,000 population",1
2017–18,Other allied health providers,October to December,Female,Total,"Service rate per 1,000 population",5
2017–18,Other allied health providers,October to December,Total,0–4 years,Patients,611
2017–18,Other allied health providers,October to December,Total,5–11 years,Patients,4693
2017–18,Other allied health providers,October to December,Total,12–17 years,Patients,4519
2017–18,Other allied health providers,October to December,Total,18–24 years,Patients,4088
2017–18,Other allied health providers,October to December,Total,25–34 years,Patients,5987
2017–18,Other allied health providers,October to December,Total,35–44 years,Patients,6737
2017–18,Other allied health providers,October to December,Total,45–54 years,Patients,5954
2017–18,Other allied health providers,October to December,Total,55–64 years,Patients,4185
2017–18,Other allied health providers,October to December,Total,65–74 years,Patients,1942
2017–18,Other allied health providers,October to December,Total,75–84 years,Patients,697
2017–18,Other allied health providers,October to December,Total,85 years and over,Patients,237
2017–18,Other allied health providers,October to December,Total,Total,Patients,39650
2017–18,Other allied health providers,October to December,Total,0–4 years,"Patient rate per 1,000 population",0
2017–18,Other allied health providers,October to December,Total,5–11 years,"Patient rate per 1,000 population",2
2017–18,Other allied health providers,October to December,Total,12–17 years,"Patient rate per 1,000 population",3
2017–18,Other allied health providers,October to December,Total,18–24 years,"Patient rate per 1,000 population",2
2017–18,Other allied health providers,October to December,Total,25–34 years,"Patient rate per 1,000 population",2
2017–18,Other allied health providers,October to December,Total,35–44 years,"Patient rate per 1,000 population",2
2017–18,Other allied health providers,October to December,Total,45–54 years,"Patient rate per 1,000 population",2
2017–18,Other allied health providers,October to December,Total,55–64 years,"Patient rate per 1,000 population",1
2017–18,Other allied health providers,October to December,Total,65–74 years,"Patient rate per 1,000 population",1
2017–18,Other allied health providers,October to December,Total,75–84 years,"Patient rate per 1,000 population",1
2017–18,Other allied health providers,October to December,Total,85 years and over,"Patient rate per 1,000 population",0
2017–18,Other allied health providers,October to December,Total,Total,"Patient rate per 1,000 population",2
2017–18,Other allied health providers,October to December,Total,0–4 years,Services,1918
2017–18,Other allied health providers,October to December,Total,5–11 years,Services,13444
2017–18,Other allied health providers,October to December,Total,12–17 years,Services,11446
2017–18,Other allied health providers,October to December,Total,18–24 years,Services,9728
2017–18,Other allied health providers,October to December,Total,25–34 years,Services,14295
2017–18,Other allied health providers,October to December,Total,35–44 years,Services,16645
2017–18,Other allied health providers,October to December,Total,45–54 years,Services,14694
2017–18,Other allied health providers,October to December,Total,55–64 years,Services,9999
2017–18,Other allied health providers,October to December,Total,65–74 years,Services,4702
2017–18,Other allied health providers,October to December,Total,75–84 years,Services,1760
2017–18,Other allied health providers,October to December,Total,85 years and over,Services,592
2017–18,Other allied health providers,October to December,Total,Total,Services,99223
2017–18,Other allied health providers,October to December,Total,0–4 years,"Service rate per 1,000 population",1
2017–18,Other allied health providers,October to December,Total,5–11 years,"Service rate per 1,000 population",6
