FinancialYear,GeographicAreaType,GeographicAreaCode,GeographicAreaName,ProviderType,Measure,Value
2018–19,PHN,PHN-301,Brisbane North,Other allied health providers,"Patient rate per 1,000 population",4
2018–19,PHN,PHN-301,Brisbane North,Other psychologists,"Patient rate per 1,000 population",37
2018–19,PHN,PHN-301,Brisbane North,Psychiatrists,"Patient rate per 1,000 population",22
2018–19,PHN,PHN-301,Brisbane North,All providers,Patients,119689
2018–19,PHN,PHN-301,Brisbane North,Clinical psychologists,Patients,22596
2018–19,PHN,PHN-301,Brisbane North,General practitioners,Patients,96355
2018–19,PHN,PHN-301,Brisbane North,Other allied health providers,Patients,4583
2018–19,PHN,PHN-301,Brisbane North,Other psychologists,Patients,38104
2018–19,PHN,PHN-301,Brisbane North,Psychiatrists,Patients,22330
2018–19,PHN,PHN-301,Brisbane North,All providers,"Service rate per 1,000 population",596
2018–19,PHN,PHN-301,Brisbane North,Clinical psychologists,"Service rate per 1,000 population",99
2018–19,PHN,PHN-301,Brisbane North,General practitioners,"Service rate per 1,000 population",167
2018–19,PHN,PHN-301,Brisbane North,Other allied health providers,"Service rate per 1,000 population",19
2018–19,PHN,PHN-301,Brisbane North,Other psychologists,"Service rate per 1,000 population",159
2018–19,PHN,PHN-301,Brisbane North,Psychiatrists,"Service rate per 1,000 population",152
2018–19,PHN,PHN-301,Brisbane North,All providers,Services,609841
2018–19,PHN,PHN-301,Brisbane North,Clinical psychologists,Services,101627
2018–19,PHN,PHN-301,Brisbane North,General practitioners,Services,170682
2018–19,PHN,PHN-301,Brisbane North,Other allied health providers,Services,19523
2018–19,PHN,PHN-301,Brisbane North,Other psychologists,Services,162915
2018–19,PHN,PHN-301,Brisbane North,Psychiatrists,Services,155094
2018–19,PHN,PHN-302,Brisbane South,All providers,"Patient rate per 1,000 population",111
2018–19,PHN,PHN-302,Brisbane South,Clinical psychologists,"Patient rate per 1,000 population",22
2018–19,PHN,PHN-302,Brisbane South,General practitioners,"Patient rate per 1,000 population",90
2018–19,PHN,PHN-302,Brisbane South,Other allied health providers,"Patient rate per 1,000 population",4
2018–19,PHN,PHN-302,Brisbane South,Other psychologists,"Patient rate per 1,000 population",31
2018–19,PHN,PHN-302,Brisbane South,Psychiatrists,"Patient rate per 1,000 population",21
2018–19,PHN,PHN-302,Brisbane South,All providers,Patients,129179
2018–19,PHN,PHN-302,Brisbane South,Clinical psychologists,Patients,26106
2018–19,PHN,PHN-302,Brisbane South,General practitioners,Patients,104740
2018–19,PHN,PHN-302,Brisbane South,Other allied health providers,Patients,5098
2018–19,PHN,PHN-302,Brisbane South,Other psychologists,Patients,36404
2018–19,PHN,PHN-302,Brisbane South,Psychiatrists,Patients,24151
2018–19,PHN,PHN-302,Brisbane South,All providers,"Service rate per 1,000 population",547
2018–19,PHN,PHN-302,Brisbane South,Clinical psychologists,"Service rate per 1,000 population",101
2018–19,PHN,PHN-302,Brisbane South,General practitioners,"Service rate per 1,000 population",155
2018–19,PHN,PHN-302,Brisbane South,Other allied health providers,"Service rate per 1,000 population",19
2018–19,PHN,PHN-302,Brisbane South,Other psychologists,"Service rate per 1,000 population",130
2018–19,PHN,PHN-302,Brisbane South,Psychiatrists,"Service rate per 1,000 population",142
2018–19,PHN,PHN-302,Brisbane South,All providers,Services,635260
2018–19,PHN,PHN-302,Brisbane South,Clinical psychologists,Services,117757
2018–19,PHN,PHN-302,Brisbane South,General practitioners,Services,179543
2018–19,PHN,PHN-302,Brisbane South,Other allied health providers,Services,21672
2018–19,PHN,PHN-302,Brisbane South,Other psychologists,Services,151603
2018–19,PHN,PHN-302,Brisbane South,Psychiatrists,Services,164685
2018–19,PHN,PHN-303,Gold Coast,All providers,"Patient rate per 1,000 population",132
2018–19,PHN,PHN-303,Gold Coast,Clinical psychologists,"Patient rate per 1,000 population",30
2018–19,PHN,PHN-303,Gold Coast,General practitioners,"Patient rate per 1,000 population",110
2018–19,PHN,PHN-303,Gold Coast,Other allied health providers,"Patient rate per 1,000 population",3
2018–19,PHN,PHN-303,Gold Coast,Other psychologists,"Patient rate per 1,000 population",41
2018–19,PHN,PHN-303,Gold Coast,Psychiatrists,"Patient rate per 1,000 population",24
2018–19,PHN,PHN-303,Gold Coast,All providers,Patients,81560
2018–19,PHN,PHN-303,Gold Coast,Clinical psychologists,Patients,18769
2018–19,PHN,PHN-303,Gold Coast,General practitioners,Patients,67901
2018–19,PHN,PHN-303,Gold Coast,Other allied health providers,Patients,1896
2018–19,PHN,PHN-303,Gold Coast,Other psychologists,Patients,25293
2018–19,PHN,PHN-303,Gold Coast,Psychiatrists,Patients,14819
2018–19,PHN,PHN-303,Gold Coast,All providers,"Service rate per 1,000 population",632
2018–19,PHN,PHN-303,Gold Coast,Clinical psychologists,"Service rate per 1,000 population",128
2018–19,PHN,PHN-303,Gold Coast,General practitioners,"Service rate per 1,000 population",191
2018–19,PHN,PHN-303,Gold Coast,Other allied health providers,"Service rate per 1,000 population",12
2018–19,PHN,PHN-303,Gold Coast,Other psychologists,"Service rate per 1,000 population",167
2018–19,PHN,PHN-303,Gold Coast,Psychiatrists,"Service rate per 1,000 population",135
2018–19,PHN,PHN-303,Gold Coast,All providers,Services,390153
2018–19,PHN,PHN-303,Gold Coast,Clinical psychologists,Services,78754
2018–19,PHN,PHN-303,Gold Coast,General practitioners,Services,117901
2018–19,PHN,PHN-303,Gold Coast,Other allied health providers,Services,7226
2018–19,PHN,PHN-303,Gold Coast,Other psychologists,Services,102869
2018–19,PHN,PHN-303,Gold Coast,Psychiatrists,Services,83404
2018–19,PHN,PHN-304,Darling Downs and West Moreton,All providers,"Patient rate per 1,000 population",111
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Clinical psychologists,"Patient rate per 1,000 population",21
2018–19,PHN,PHN-304,Darling Downs and West Moreton,General practitioners,"Patient rate per 1,000 population",93
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Other allied health providers,"Patient rate per 1,000 population",6
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Other psychologists,"Patient rate per 1,000 population",31
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Psychiatrists,"Patient rate per 1,000 population",16
2018–19,PHN,PHN-304,Darling Downs and West Moreton,All providers,Patients,64140
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Clinical psychologists,Patients,12152
2018–19,PHN,PHN-304,Darling Downs and West Moreton,General practitioners,Patients,53462
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Other allied health providers,Patients,3275
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Other psychologists,Patients,17639
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Psychiatrists,Patients,9299
2018–19,PHN,PHN-304,Darling Downs and West Moreton,All providers,"Service rate per 1,000 population",479
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Clinical psychologists,"Service rate per 1,000 population",90
2018–19,PHN,PHN-304,Darling Downs and West Moreton,General practitioners,"Service rate per 1,000 population",151
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Other allied health providers,"Service rate per 1,000 population",24
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Other psychologists,"Service rate per 1,000 population",121
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Psychiatrists,"Service rate per 1,000 population",94
2018–19,PHN,PHN-304,Darling Downs and West Moreton,All providers,Services,276490
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Clinical psychologists,Services,52029
2018–19,PHN,PHN-304,Darling Downs and West Moreton,General practitioners,Services,87014
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Other allied health providers,Services,13573
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Other psychologists,Services,69775
2018–19,PHN,PHN-304,Darling Downs and West Moreton,Psychiatrists,Services,54099
2018–19,PHN,PHN-305,Western Queensland,All providers,"Patient rate per 1,000 population",56
2018–19,PHN,PHN-305,Western Queensland,Clinical psychologists,"Patient rate per 1,000 population",4
2018–19,PHN,PHN-305,Western Queensland,General practitioners,"Patient rate per 1,000 population",51
2018–19,PHN,PHN-305,Western Queensland,Other allied health providers,"Patient rate per 1,000 population",1
2018–19,PHN,PHN-305,Western Queensland,Other psychologists,"Patient rate per 1,000 population",8
2018–19,PHN,PHN-305,Western Queensland,Psychiatrists,"Patient rate per 1,000 population",5
2018–19,PHN,PHN-305,Western Queensland,All providers,Patients,3527
2018–19,PHN,PHN-305,Western Queensland,Clinical psychologists,Patients,224
2018–19,PHN,PHN-305,Western Queensland,General practitioners,Patients,3214
2018–19,PHN,PHN-305,Western Queensland,Other allied health providers,Patients,44
2018–19,PHN,PHN-305,Western Queensland,Other psychologists,Patients,524
2018–19,PHN,PHN-305,Western Queensland,Psychiatrists,Patients,341
2018–19,PHN,PHN-305,Western Queensland,All providers,"Service rate per 1,000 population",162
2018–19,PHN,PHN-305,Western Queensland,Clinical psychologists,"Service rate per 1,000 population",15
2018–19,PHN,PHN-305,Western Queensland,General practitioners,"Service rate per 1,000 population",87
2018–19,PHN,PHN-305,Western Queensland,Other allied health providers,"Service rate per 1,000 population",3
2018–19,PHN,PHN-305,Western Queensland,Other psychologists,"Service rate per 1,000 population",27
2018–19,PHN,PHN-305,Western Queensland,Psychiatrists,"Service rate per 1,000 population",31
2018–19,PHN,PHN-305,Western Queensland,All providers,Services,10260
2018–19,PHN,PHN-305,Western Queensland,Clinical psychologists,Services,930
2018–19,PHN,PHN-305,Western Queensland,General practitioners,Services,5495
2018–19,PHN,PHN-305,Western Queensland,Other allied health providers,Services,159
2018–19,PHN,PHN-305,Western Queensland,Other psychologists,Services,1717
2018–19,PHN,PHN-305,Western Queensland,Psychiatrists,Services,1959
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",All providers,"Patient rate per 1,000 population",112
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Clinical psychologists,"Patient rate per 1,000 population",20
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",General practitioners,"Patient rate per 1,000 population",94
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Other allied health providers,"Patient rate per 1,000 population",5
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Other psychologists,"Patient rate per 1,000 population",35
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Psychiatrists,"Patient rate per 1,000 population",15
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",All providers,Patients,97088
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Clinical psychologists,Patients,17517
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",General practitioners,Patients,81230
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Other allied health providers,Patients,4758
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Other psychologists,Patients,30245
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Psychiatrists,Patients,13055
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",All providers,"Service rate per 1,000 population",493
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Clinical psychologists,"Service rate per 1,000 population",86
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",General practitioners,"Service rate per 1,000 population",155
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Other allied health providers,"Service rate per 1,000 population",21
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Other psychologists,"Service rate per 1,000 population",148
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Psychiatrists,"Service rate per 1,000 population",83
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",All providers,Services,427623
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Clinical psychologists,Services,74280
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",General practitioners,Services,134232
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Other allied health providers,Services,18626
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Other psychologists,Services,128120
2018–19,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",Psychiatrists,Services,72364
2018–19,PHN,PHN-307,Northern Queensland,All providers,"Patient rate per 1,000 population",90
2018–19,PHN,PHN-307,Northern Queensland,Clinical psychologists,"Patient rate per 1,000 population",12
2018–19,PHN,PHN-307,Northern Queensland,General practitioners,"Patient rate per 1,000 population",78
2018–19,PHN,PHN-307,Northern Queensland,Other allied health providers,"Patient rate per 1,000 population",4
2018–19,PHN,PHN-307,Northern Queensland,Other psychologists,"Patient rate per 1,000 population",25
2018–19,PHN,PHN-307,Northern Queensland,Psychiatrists,"Patient rate per 1,000 population",9
2018–19,PHN,PHN-307,Northern Queensland,All providers,Patients,62783
2018–19,PHN,PHN-307,Northern Queensland,Clinical psychologists,Patients,8554
2018–19,PHN,PHN-307,Northern Queensland,General practitioners,Patients,54674
2018–19,PHN,PHN-307,Northern Queensland,Other allied health providers,Patients,2644
2018–19,PHN,PHN-307,Northern Queensland,Other psychologists,Patients,17701
2018–19,PHN,PHN-307,Northern Queensland,Psychiatrists,Patients,6064
2018–19,PHN,PHN-307,Northern Queensland,All providers,"Service rate per 1,000 population",345
2018–19,PHN,PHN-307,Northern Queensland,Clinical psychologists,"Service rate per 1,000 population",53
2018–19,PHN,PHN-307,Northern Queensland,General practitioners,"Service rate per 1,000 population",132
2018–19,PHN,PHN-307,Northern Queensland,Other allied health providers,"Service rate per 1,000 population",14
2018–19,PHN,PHN-307,Northern Queensland,Other psychologists,"Service rate per 1,000 population",96
2018–19,PHN,PHN-307,Northern Queensland,Psychiatrists,"Service rate per 1,000 population",49
2018–19,PHN,PHN-307,Northern Queensland,All providers,Services,241060
2018–19,PHN,PHN-307,Northern Queensland,Clinical psychologists,Services,36882
2018–19,PHN,PHN-307,Northern Queensland,General practitioners,Services,92368
